"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_PG0001","ACCT_PP0037","ACCT_PP0038","ACCT_PP0039","ACCT_PP0040","ACCT_PP0041","ACCT_PP0042","ACCT_PP0043","ACCT_PP0044","ACCT_PP0045","ACCT_PP0046","ACCT_PP0047","ACCT_PP0048","ACCT_PR0001","ACCT_PR0002","ACCT_PR0003","ACCT_PR0004","BoardAsianAmerican","BoardBlackAmerican","BoardHispanicAmerican","BoardMinorityStatus","BoardNativeAmerican","CurMemAsianAmerican","CurMemBlackAmerican","CurMemHispanicAmerican","CurMemMinorityStatus","CurMemNativeAmerican","EligibleMinorityStatus","FOMAsianAmerican","FOMBlackAmerican","FOMHispanicAmerican","FOMMinorityStatus","FOMNativeAmerican","MemberMinorityStatus"
1111,3/31/2026 0:00:00,554,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1113,3/31/2026 0:00:00,555,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1115,3/31/2026 0:00:00,556,"254900VUE5T1INQKZ414","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","Feb  6 2025  5:00AM","","","","","","","","","","","","","","","","",""
1117,3/31/2026 0:00:00,557,"2549008YEXLNFKLF7548","1","1","1","1","1","0","0","0","0","0","0","0","1","1","1","Jan 29 2025  5:00AM","","","","","","","","","","","","","","","","",""
1125,3/31/2026 0:00:00,560,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","1","1","","","","","","","","","","","","",""
1127,3/31/2026 0:00:00,561,"549300V68FAQU1OE7F25","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
1129,3/31/2026 0:00:00,563,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1130,3/31/2026 0:00:00,564,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1131,3/31/2026 0:00:00,565,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","1","1","1","","","1","","1","","","","1","","1","",""
1133,3/31/2026 0:00:00,567,"","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
1134,3/31/2026 0:00:00,568,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1148,3/31/2026 0:00:00,575,"254900J5OSYRB4AN2309","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","Feb 24 2025  5:00AM","","","","","","","","","","","","","","","","",""
1157,3/31/2026 0:00:00,581,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1166,3/31/2026 0:00:00,585,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1167,3/31/2026 0:00:00,586,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1172,3/31/2026 0:00:00,589,"549300LTRS8FKSV4HF28","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2025  5:00AM","","","","","","","","","","","","","","","","",""
1199,3/31/2026 0:00:00,599,"549300LGE7I6F2K89769","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 18 2025  5:00AM","","","","","","","","","","","","","","","","",""
1204,3/31/2026 0:00:00,603,"","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
1207,3/31/2026 0:00:00,604,"254900KD58MIT0K3NP70","1","1","1","1","1","1","1","0","1","0","1","0","1","1","","","1","1","1","1","","1","1","1","1","","","1","1","1","1","1",""
1236,3/31/2026 0:00:00,615,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1239,3/31/2026 0:00:00,616,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1245,3/31/2026 0:00:00,619,"549300UYF8OQLB7L7745","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  2 2026  6:00AM","","","","","","","","","","","","","","","","",""
1248,3/31/2026 0:00:00,620,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1251,3/31/2026 0:00:00,622,"254900JS5SVEQWC9SC57","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1257,3/31/2026 0:00:00,623,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
1261,3/31/2026 0:00:00,625,"549300CHR7TPQ6LLXG47","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","Mar  2 2026  5:00AM","","","","","","","","","","","","","","","","",""
1263,3/31/2026 0:00:00,627,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1273,3/31/2026 0:00:00,632,"","1","1","0","0","1","0","0","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","",""
1282,3/31/2026 0:00:00,635,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
1339,3/31/2026 0:00:00,664,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1343,3/31/2026 0:00:00,665,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","1","1","","","","1","1","","","","1","1","1","",""
1344,3/31/2026 0:00:00,666,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1351,3/31/2026 0:00:00,670,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1352,3/31/2026 0:00:00,671,"2549006MS554K1PP0026","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
1364,3/31/2026 0:00:00,676,"549300B86Q2KK5MQXB44","1","1","1","0","0","0","0","0","1","0","1","0","1","1","1","Jan 16 2026  6:00AM","","","","","","","","","","","","","","","","",""
1367,3/31/2026 0:00:00,677,"","1","0","0","0","0","0","0","0","1","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
1397,3/31/2026 0:00:00,689,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
1399,3/31/2026 0:00:00,690,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
1401,3/31/2026 0:00:00,691,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","1","1","","","","","","","","","","1","","",""
1404,3/31/2026 0:00:00,692,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
1407,3/31/2026 0:00:00,694,"25490008Z6OW7HHL6478","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","Feb  6 2026  5:00AM","1","1","1","1","","","1","","1","","","","1","1","1","",""
1409,3/31/2026 0:00:00,695,"549300SLOQGL2LEMSD33","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 27 2026  7:00AM","1","1","1","1","","1","1","1","1","","","1","1","1","1","",""
1410,3/31/2026 0:00:00,696,"","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
1427,3/31/2026 0:00:00,702,"54930030UYPZM65LOF37","1","1","0","0","0","1","0","0","0","0","1","0","1","1","1","Jan 31 2025  5:00AM","","","","","","","","","","","","","","","","",""
1438,3/31/2026 0:00:00,707,"5493008WHMQTG21UHU90","1","1","1","1","1","0","0","0","1","0","0","0","1","1","1","Mar  2 2026  8:00AM","1","1","1","1","1","","","","","","","1","1","1","","1",""
1454,3/31/2026 0:00:00,712,"549300RKVDUINI2A8Y77","1","1","1","1","1","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
1457,3/31/2026 0:00:00,713,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1461,3/31/2026 0:00:00,714,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1463,3/31/2026 0:00:00,716,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1472,3/31/2026 0:00:00,722,"5493004JGZVB2EPI6W51","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 19 2026  5:00AM","","","","","","","","","","","","","","","","",""
1476,3/31/2026 0:00:00,723,"549300FL5GANFX0HMU45","1","1","0","0","0","0","0","0","0","0","1","0","1","1","1","Feb  1 2025  5:00AM","","","","","","","","","","","","","","","","",""
1493,3/31/2026 0:00:00,732,"254900BBEPZS8MDE1S61","1","1","1","1","1","0","0","0","1","0","0","0","1","1","1","Feb 26 2026  8:00AM","","","","","","","","","","","","","","","","",""
1499,3/31/2026 0:00:00,735,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","1","1","","","","","","","","","","1","","",""
1509,3/31/2026 0:00:00,741,"549300DV2WBWN5ZEMV06","1","0","1","0","0","0","0","0","1","0","0","0","1","1","1","Feb 13 2026  5:00AM","","","","","","","","","","","","","","","","",""
1520,3/31/2026 0:00:00,743,"5493007669OVCSCATP45","1","1","1","0","1","0","0","0","1","0","0","0","1","1","1","Feb 20 2025  5:00AM","","","","","","","","","","","","","","","","",""
1542,3/31/2026 0:00:00,753,"","1","1","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
1558,3/31/2026 0:00:00,761,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1584,3/31/2026 0:00:00,771,"549300NRFBF7DSU0LE80","1","0","1","0","1","0","0","1","0","0","0","0","1","1","1","Jan 23 2026  6:00AM","","","","","","","","","","","","","","","","",""
1599,3/31/2026 0:00:00,778,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1601,3/31/2026 0:00:00,780,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","","","","","","","","","","",""
1607,3/31/2026 0:00:00,784,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","","1","","1","","","1","","","1","","","1","",""
1621,3/31/2026 0:00:00,792,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1644,3/31/2026 0:00:00,803,"549300WK15ESCDNJ5M35","1","0","0","0","1","0","0","0","0","0","0","1","1","1","1","Feb 12 2026  5:00AM","","","","","","","","","","","","","","","","",""
1646,3/31/2026 0:00:00,805,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1658,3/31/2026 0:00:00,812,"549300XC63WNGFOIVV43","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1665,3/31/2026 0:00:00,816,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1669,3/31/2026 0:00:00,817,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1682,3/31/2026 0:00:00,820,"54930072OCHTUJOZQB56","1","1","0","1","1","0","0","0","0","0","0","0","1","1","1","Feb 27 2026  6:00AM","","","","","","","","","","","","","","","","",""
1717,3/31/2026 0:00:00,834,"5493004NKDOFN55L5X23","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 10 2026 10:00AM","1","","","1","","1","","","1","","","1","","","1","",""
1718,3/31/2026 0:00:00,835,"5493005VBGFDRV6FSU19","1","1","1","1","1","0","0","1","1","1","1","0","1","1","1","Feb  3 2026 10:00AM","1","","","1","","1","","","1","","","1","","","1","",""
1719,3/31/2026 0:00:00,836,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1725,3/31/2026 0:00:00,838,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1726,3/31/2026 0:00:00,839,"549300194LW0QMECAH75","1","1","0","0","0","0","0","1","0","0","1","0","1","1","1","Mar 10 2026  5:00AM","","","","","","","","","","","","","","","","",""
1729,3/31/2026 0:00:00,841,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1733,3/31/2026 0:00:00,843,"549300DSPT6YGS1ZLR56","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  6 2026 10:00AM","1","","","1","1","1","","","1","1","","1","1","1","1","1",""
1739,3/31/2026 0:00:00,845,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1750,3/31/2026 0:00:00,850,"","1","0","0","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1759,3/31/2026 0:00:00,851,"549300U001ZTHCHO4196","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","Feb 25 2025  5:00AM","","","","","","","","","","","","","","","","",""
1784,3/31/2026 0:00:00,858,"","1","0","0","0","0","0","0","0","1","0","0","0","","","","","1","","","1","1","1","","","1","","","1","","","1","",""
1785,3/31/2026 0:00:00,859,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","1","","","1","","1","","","1","","","1","","","1","",""
1788,3/31/2026 0:00:00,861,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1792,3/31/2026 0:00:00,863,"54930020NKD4V7LL4W50","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","1","1","","","","1","1","","","","","1","1","",""
1810,3/31/2026 0:00:00,868,"","1","0","0","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1815,3/31/2026 0:00:00,872,"549300Z6QWABFYI73E79","1","1","1","1","1","0","1","0","1","0","1","1","1","1","1","Feb 27 2026 10:00AM","1","1","1","1","1","1","","","1","","","1","","","1","1",""
1817,3/31/2026 0:00:00,873,"","1","0","0","0","0","0","0","1","0","0","0","0","","","","","1","","","1","","1","1","","1","","","1","","","1","",""
1821,3/31/2026 0:00:00,874,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
1827,3/31/2026 0:00:00,876,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1829,3/31/2026 0:00:00,877,"","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1830,3/31/2026 0:00:00,878,"549300ZJ5NAXZUN3VF05","1","1","0","0","0","0","0","0","0","0","1","1","1","1","","","1","","","1","","1","","","1","","","1","","","1","",""
1845,3/31/2026 0:00:00,883,"549300TT6197INLGZW29","1","1","0","0","0","0","0","0","1","0","1","0","1","1","1","Feb  5 2025 10:00AM","1","","","1","","1","","","1","","","1","","","1","",""
1851,3/31/2026 0:00:00,885,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1866,3/31/2026 0:00:00,892,"","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","1","","","1","","","","","","1","",""
1869,3/31/2026 0:00:00,895,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","","1","","1","","","1","","","1","","","1","",""
1870,3/31/2026 0:00:00,896,"5493004GLBFX54XHLN54","1","0","1","0","0","0","0","0","0","0","0","0","1","1","","","1","","","1","","1","","","1","","","1","","","1","",""
1879,3/31/2026 0:00:00,902,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","1","1","","","","1","1","","","","","1","1","",""
1880,3/31/2026 0:00:00,903,"","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","1","","","1","","","","","","","","1","","","","",""
1882,3/31/2026 0:00:00,904,"254900ON5KYAZSCPF582","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 25 2026  5:00AM","","","","","","","","","","","","","","","","",""
1888,3/31/2026 0:00:00,906,"25490041EP8QZWCBA097","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 25 2026  6:00AM","","","","","","","","","","","","","","","","",""
1904,3/31/2026 0:00:00,909,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1909,3/31/2026 0:00:00,911,"2549009PZCHF8GGHET49","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  5 2026  8:00AM","","","","","","","","","","","","","","","","",""
1911,3/31/2026 0:00:00,912,"254900VZM7V5ZDUJAQ32","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 14 2026  5:00AM","","","","","","","","","","","","","","","","",""
1941,3/31/2026 0:00:00,927,"549300CYYO0YQ3EVCV77","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Jan 23 2026  6:00AM","","","","","","","","","","","","","","","","",""
1961,3/31/2026 0:00:00,936,"549300JD50LHLWMWPN92","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Jan 12 2026 10:00AM","1","","","1","","1","","","1","","","1","","","1","",""
1969,3/31/2026 0:00:00,938,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
1982,3/31/2026 0:00:00,945,"549300TCR1BZRVOO2A49","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","Mar  3 2025  6:00AM","","","","","","","","","","","","","","","","",""
1987,3/31/2026 0:00:00,946,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","","1","","1","","","1","","","1","","","1","",""
1999,3/31/2026 0:00:00,949,"5493000EO85W8IS2FR22","1","0","0","0","0","0","0","0","1","0","1","1","1","1","1","Mar  3 2025  8:00AM","","","","","","","","","","","","","","","","",""
2003,3/31/2026 0:00:00,950,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
2008,3/31/2026 0:00:00,954,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
2021,3/31/2026 0:00:00,961,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
2046,3/31/2026 0:00:00,969,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
2049,3/31/2026 0:00:00,970,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","","1","1","1","","","1","1","","1","","","1","1",""
