"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_NAME","SiteId","SiteName","SiteTypeName","SiteFunctionName","PhysicalAddressLine1","PhysicalAddressLine2","PhysicalAddressCity","PhysicalAddressStateCode","PhysicalAddressStateName","PhysicalAddressPostalCode","PhysicalAddressCountyName","PhysicalAddressCountry"
159,3/31/2026 0:00:00,83,"THREE RIVERS",29246,"Scott Road","Branch Office","ATM","10373 W State Road 14","","Fort Wayne","IN","Indiana","46814-9705","Allen","United States"
159,3/31/2026 0:00:00,83,"THREE RIVERS",52721,"Northland West","Branch Office","ATM","1615 Northland Blvd","","Fort Wayne","IN","Indiana","46825","Allen","United States"
159,3/31/2026 0:00:00,83,"THREE RIVERS",52722,"Harrison Square","Branch Office","ATM","301 W Jefferson Blvd","Suite 150","Fort Wayne","IN","Indiana","46802","Allen","United States"
159,3/31/2026 0:00:00,83,"THREE RIVERS",52724,"Airport ATM","Other","ATM","3801 W Ferguson Rd","","Fort Wayne","IN","Indiana","46809","Allen","United States"
159,3/31/2026 0:00:00,83,"THREE RIVERS",52726,"Illinois Rd ATM","Other","ATM","6221 Illinois Rd","","Fort Wayne","IN","Indiana","46804","Allen","United States"
159,3/31/2026 0:00:00,83,"THREE RIVERS",52727,"Purdue Fort Wayne Campus ATM","Other","ATM","2101 E Coliseum Blvd","","Fort Wayne","IN","Indiana","46805","Allen","United States"
159,3/31/2026 0:00:00,83,"THREE RIVERS",52728,"Lincoln Highway ATM","Other","ATM","800 Lincoln Hwy W","","New Haven","IN","Indiana","46774","Allen","United States"
159,3/31/2026 0:00:00,83,"THREE RIVERS",52729,"Maplewood ATM","Other","ATM","6123 Stellhorn rd","","Fort Wayne","IN","Indiana","46815","Allen","United States"
159,3/31/2026 0:00:00,83,"THREE RIVERS",52730,"East State Village","Branch Office","ATM","1130 E State Blvd","","Fort Wayne","IN","Indiana","46805-4424","Allen","United States"
159,3/31/2026 0:00:00,83,"THREE RIVERS",52731,"Decatur","Branch Office","ATM","860 S 13th St","","Decatur","IN","Indiana","46733","Adams","United States"
159,3/31/2026 0:00:00,83,"THREE RIVERS",52732,"Dupont Hospital ATM","Other","ATM","2520 E Dupont Rd","","Fort Wayne","IN","Indiana","46825-1675","Allen","United States"
159,3/31/2026 0:00:00,83,"THREE RIVERS",52733,"Hagerstown","Branch Office","ATM","10 E Main St","","Hagerstown","IN","Indiana","47346","Wayne","United States"
159,3/31/2026 0:00:00,83,"THREE RIVERS",52734,"Liberty","Branch Office","ATM","207 N Main St","","Liberty","IN","Indiana","47353","Union","United States"
159,3/31/2026 0:00:00,83,"THREE RIVERS",52735,"Richmond Central","Branch Office","ATM","34 S 7th St","","Richmond","IN","Indiana","47374-5424","Wayne","United States"
159,3/31/2026 0:00:00,83,"THREE RIVERS",52736,"Richmond Eastside","Branch Office","ATM","101 S 37th St","","Richmond","IN","Indiana","47374","Wayne","United States"
159,3/31/2026 0:00:00,83,"THREE RIVERS",52737,"Richmond High School ATM","Other","ATM","380 Hub Etchison Pkwy","","Richmond","IN","Indiana","47374","Wayne","United States"
159,3/31/2026 0:00:00,83,"THREE RIVERS",52738,"Angola","Branch Office","ATM","2998 Boyer Way","","Angola","IN","Indiana","46703","Steuben","United States"
159,3/31/2026 0:00:00,83,"THREE RIVERS",52739,"Fortville","Branch Office","ATM","585 W Broadway St","","Fortville","IN","Indiana","46040-1454","Hancock","United States"
159,3/31/2026 0:00:00,83,"THREE RIVERS",52740,"Muncie","Branch Office","ATM","6220 W McGalliard Rd","","Muncie","IN","Indiana","47304-9413","Delaware","United States"
159,3/31/2026 0:00:00,83,"THREE RIVERS",52741,"Pendleton","Branch Office","ATM","700 Henderson Way","","Pendleton","IN","Indiana","46064","Madison","United States"
162,3/31/2026 0:00:00,85,"TREASURY DEPARTMENT",36474,"Capitol Hill","Corporate Office","ATM","1101 2nd St NE","","Washington","DC","District of Columbia","20002-3403","District Of Columbia","United States"
162,3/31/2026 0:00:00,85,"TREASURY DEPARTMENT",36667,"Treasury Annex","Branch Office","ATM","Treasury Annex Rm 1000","701 Madison Place NW","Washington","DC","District of Columbia","20220","District Of Columbia","United States"
162,3/31/2026 0:00:00,85,"TREASURY DEPARTMENT",36675,"PG CENTER","Branch Office","ATM","6505 Belcrest Rd Rm 605","","HYATTSVILLE","MD","Maryland","20782-2011","Prince Georges","United States"
162,3/31/2026 0:00:00,85,"TREASURY DEPARTMENT",36678,"OCC","Branch Office","ATM","400 7th St SW","","WASHINGTON","DC","District of Columbia","20219-0004","District Of Columbia","United States"
162,3/31/2026 0:00:00,85,"TREASURY DEPARTMENT",36681,"COURTS","Branch Office","ATM","1 COLUMBUS CIR NE","","WASHINGTON","DC","District of Columbia","20544-0003","District Of Columbia","United States"
162,3/31/2026 0:00:00,85,"TREASURY DEPARTMENT",36688,"RRB","Branch Office","ATM","1300 Pennsylvania Ave NW Rm C-040","","WASHINGTON","DC","District of Columbia","20004-3002","District Of Columbia","United States"
167,3/31/2026 0:00:00,87,"DAKOTALAND",44186,"Huron Main Branch","Branch Office","ATM","1371 Dakota Ave S","","Huron","SD","South Dakota","57350","Beadle","United States"
167,3/31/2026 0:00:00,87,"DAKOTALAND",44887,"Brookings Branch","Branch Office","ATM","2423 6th St","","Brookings","SD","South Dakota","57006","Brookings","United States"
167,3/31/2026 0:00:00,87,"DAKOTALAND",44894,"Huron North Branch","Branch Office","ATM","321 Dakota Ave N","","Huron","SD","South Dakota","57350","Beadle","United States"
167,3/31/2026 0:00:00,87,"DAKOTALAND",45057,"Volga Branch","Branch Office","ATM","99 Caspian Ave","","Volga","SD","South Dakota","57071","Brookings","United States"
167,3/31/2026 0:00:00,87,"DAKOTALAND",52441,"Madison Branch","Branch Office","ATM","1004 S Washington Ave","","Madison","SD","South Dakota","57042","Lake","United States"
167,3/31/2026 0:00:00,87,"DAKOTALAND",52676,"De Smet Branch","Branch Office","ATM","108 US Highway 14 W","","De Smet","SD","South Dakota","57231","Kingsbury","United States"
167,3/31/2026 0:00:00,87,"DAKOTALAND",52776,"Redfield Branch","Branch Office","ATM","509 N Main St","","Redfield","SD","South Dakota","57469","Spink","United States"
167,3/31/2026 0:00:00,87,"DAKOTALAND",52777,"Mitchell Branch","Branch Office","ATM","301 S Ohlman St","","Mitchell","SD","South Dakota","57301","Davison","United States"
167,3/31/2026 0:00:00,87,"DAKOTALAND",52778,"Aberdeen Branch","Branch Office","ATM","224 6th Ave SE Ste 1","","Aberdeen","SD","South Dakota","57401-6129","Brown","United States"
167,3/31/2026 0:00:00,87,"DAKOTALAND",52779,"Watertown Branch","Branch Office","ATM","1101 9th Ave SE","","Watertown","SD","South Dakota","57201","Codington","United States"
167,3/31/2026 0:00:00,87,"DAKOTALAND",52780,"Administration Center","Corporate Office","ATM","2297 Kansas Ave SE","Suite 1","Huron","SD","South Dakota","57350","Beadle","United States"
167,3/31/2026 0:00:00,87,"DAKOTALAND",52781,"Huron South Branch","Branch Office","ATM","2297 Kansas Ave SE","Suite 1","Huron","SD","South Dakota","57350","Beadle","United States"
168,3/31/2026 0:00:00,88,"NORTHERN INDIANA",24339,"Merrillville Office","Corporate Office","ATM","8121 Grand Blvd","","Merrillville","IN","Indiana","46410","Lake","United States"
176,3/31/2026 0:00:00,92,"EDUCATIONAL",45114,"Kendall","Corporate Office","ATM","7800 SW 117th Ave","","Miami","FL","Florida","33183-3825","Miami-Dade","United States"
176,3/31/2026 0:00:00,92,"EDUCATIONAL",45123,"Downtown","Branch Office","ATM","1498 NE 2nd Ave","","Miami","FL","Florida","33132","Miami-Dade","United States"
176,3/31/2026 0:00:00,92,"EDUCATIONAL",45127,"Miami Lakes","Branch Office","ATM","5890 NW 158th St","","Miami Lakes","FL","Florida","33014-6722","Miami-Dade","United States"
176,3/31/2026 0:00:00,92,"EDUCATIONAL",50271,"Miami Gardens","Branch Office","ATM","18975 NW 2nd Ave","","Miami","FL","Florida","33169","Miami-Dade","United States"
176,3/31/2026 0:00:00,92,"EDUCATIONAL",50483,"Palmetto Bay","Branch Office","ATM","17500 S Dixie Hwy","","Miami","FL","Florida","33157","Miami-Dade","United States"
176,3/31/2026 0:00:00,92,"EDUCATIONAL",50485,"27th Avenue Branch","Branch Office","ATM","2310 SW 27th Ave","","Miami","FL","Florida","33145-3642","Miami-Dade","United States"
176,3/31/2026 0:00:00,92,"EDUCATIONAL",50487,"Miramar Park Place","Branch Office","ATM","11295 Miramar Pkwy","","Miramar","FL","Florida","33025","Broward","United States"
176,3/31/2026 0:00:00,92,"EDUCATIONAL",50488,"Miami Dade College, North Campus","Branch Office","ATM","11380 NW 27th Ave","","Miami","FL","Florida","33167-3418","Miami-Dade","United States"
187,3/31/2026 0:00:00,100,"FLORIDA A & M UNIVERSITY",46034,"FAMU Federal Credit Union","Corporate Office","ATM","1610 S Monroe St","","Tallahassee","FL","Florida","32301-5524","Leon","United States"
196,3/31/2026 0:00:00,105,"GTE",43778,"South Tampa","Branch Office","ATM","4202 W Kennedy Blvd","","Tampa","FL","Florida","33609","Hillsborough","United States"
196,3/31/2026 0:00:00,105,"GTE",50751,"Crystal River","Branch Office","ATM","5700 N Suncoast Blvd","","Crystal River","FL","Florida","34428","Citrus","United States"
196,3/31/2026 0:00:00,105,"GTE",50753,"Sarasota","Branch Office","ATM","3510 Fruitville Rd","","Sarasota","FL","Florida","34237","Sarasota","United States"
196,3/31/2026 0:00:00,105,"GTE",50754,"Lakeland - South","Branch Office","ATM","1275 Oakbridge Pkwy","","Lakeland","FL","Florida","33803","Polk","United States"
196,3/31/2026 0:00:00,105,"GTE",50755,"Palm Harbor","Branch Office","ATM","29492 US Highway 19 N","","Clearwater","FL","Florida","33761","Pinellas","United States"
196,3/31/2026 0:00:00,105,"GTE",50756,"St Petersburg","Branch Office","ATM","4584 38th Ave N","","St Petersburg","FL","Florida","33713","Pinellas","United States"
196,3/31/2026 0:00:00,105,"GTE",50761,"Channelside","Branch Office","ATM","140 S Meridian Ave","","Tampa","FL","Florida","33602-4203","Hillsborough","United States"
196,3/31/2026 0:00:00,105,"GTE",50762,"Plant City","Branch Office","ATM","2201 James L Redman Pkwy","","Plant City","FL","Florida","33563","Hillsborough","United States"
196,3/31/2026 0:00:00,105,"GTE",50764,"Seminole","Branch Office","ATM","7691 Starkey Rd","","Seminole","FL","Florida","33777","Pinellas","United States"
196,3/31/2026 0:00:00,105,"GTE",50765,"Carrollwood","Branch Office","ATM","4802 Gunn Hwy","","Tampa","FL","Florida","33624","Hillsborough","United States"
196,3/31/2026 0:00:00,105,"GTE",50767,"Hudson","Branch Office","ATM","6901 State Road 52","","Hudson","FL","Florida","34667","Pasco","United States"
196,3/31/2026 0:00:00,105,"GTE",50768,"Brandon","Branch Office","ATM","101 E Bloomingdale Ave","","Brandon","FL","Florida","33511","Hillsborough","United States"
196,3/31/2026 0:00:00,105,"GTE",50769,"Land O Lakes","Branch Office","ATM","21827 State Road 54","","Lutz","FL","Florida","33549","Pasco","United States"
196,3/31/2026 0:00:00,105,"GTE",50770,"Temple Terrace","Branch Office","ATM","9380 N 56th St","","Temple Terrace","FL","Florida","33617","Hillsborough","United States"
196,3/31/2026 0:00:00,105,"GTE",50771,"Ocala","Branch Office","ATM","3033 SW College Rd","","Ocala","FL","Florida","34474","Marion","United States"
196,3/31/2026 0:00:00,105,"GTE",50772,"Town N Country","Branch Office","ATM","7563 W Waters Ave","","Tampa","FL","Florida","33615","Hillsborough","United States"
196,3/31/2026 0:00:00,105,"GTE",50773,"Seffner","Branch Office","ATM","1209 W Martin Luther King","","Seffner","FL","Florida","33584","Hillsborough","United States"
196,3/31/2026 0:00:00,105,"GTE",50776,"Trinity","Branch Office","ATM","10848 State Road 54","","New Port Richey","FL","Florida","34655","Pasco","United States"
196,3/31/2026 0:00:00,105,"GTE",50777,"New Tampa","Branch Office","ATM","20761 Center Oak Dr","","Tampa","FL","Florida","33647","Hillsborough","United States"
196,3/31/2026 0:00:00,105,"GTE",50779,"Midtown St Petersburg","Branch Office","ATM","2190 18th Ave S","","St Petersburg","FL","Florida","33712","Pinellas","United States"
196,3/31/2026 0:00:00,105,"GTE",50782,"Riverview","Branch Office","ATM","11480 US Highway 301 S","","Riverview","FL","Florida","33578-6170","Hillsborough","United States"
196,3/31/2026 0:00:00,105,"GTE",50783,"Lakeland - North","Branch Office","ATM","5320 US Highway 98 N","","Lakeland","FL","Florida","33809-0517","Polk","United States"
196,3/31/2026 0:00:00,105,"GTE",50784,"Lakewood Ranch","Branch Office","ATM","7375 University Pkwy","","Bradenton","FL","Florida","34202-2300","Manatee","United States"
196,3/31/2026 0:00:00,105,"GTE",50785,"Clearwater","Branch Office","ATM","2168 Gulf To Bay Blvd","","Clearwater","FL","Florida","33765-3918","Pinellas","United States"
196,3/31/2026 0:00:00,105,"GTE",50786,"Downtown Tampa Interactive Teller Machine","Other","ATM","701 N Franklin St","","Tampa","FL","Florida","33602-4443","Hillsborough","United States"
199,3/31/2026 0:00:00,108,"MEMBERS CHOICE OF CENTRAL TEXAS",29282,"Main Branch","Corporate Office","ATM","4631 W Waco Dr","","Waco","TX","Texas","76710","McLennan","United States"
199,3/31/2026 0:00:00,108,"MEMBERS CHOICE OF CENTRAL TEXAS",29288,"Marlin Branch","Branch Office","ATM","212 Virginia Ave","","Marlin","TX","Texas","76661","Falls","United States"
199,3/31/2026 0:00:00,108,"MEMBERS CHOICE OF CENTRAL TEXAS",29296,"Northside Branch","Branch Office","ATM","845 New Dallas Hwy","","Waco","TX","Texas","76705","McLennan","United States"
205,3/31/2026 0:00:00,112,"ALLEGENT COMMUNITY",18700,"Allegent Community FCU","Corporate Office","ATM","1001 Liberty Ave","Suite 100","Pittsburgh","PA","Pennsylvania","15222","Allegheny","United States"
205,3/31/2026 0:00:00,112,"ALLEGENT COMMUNITY",51231,"Allegent Community FCU","Branch Office","ATM","2000 Corporate Dr","Ste 200","Wexford","PA","Pennsylvania","15090","Allegheny","United States"
205,3/31/2026 0:00:00,112,"ALLEGENT COMMUNITY",51232,"Allegent Community FCU","Branch Office","ATM","539 Rodi Rd","","Pittsburgh","PA","Pennsylvania","15235-4523","Allegheny","United States"
205,3/31/2026 0:00:00,112,"ALLEGENT COMMUNITY",51233,"Allegent Community FCU","Branch Office","ATM","1646 Haine School Rd","","Cranberry Township","PA","Pennsylvania","16066","Butler","United States"
205,3/31/2026 0:00:00,112,"ALLEGENT COMMUNITY",51234,"Allegent Community FCU","Branch Office","ATM","53 S 10th St","","Pittsburgh","PA","Pennsylvania","15203-1142","Allegheny","United States"
205,3/31/2026 0:00:00,112,"ALLEGENT COMMUNITY",51237,"Allegent Community FCU","Branch Office","ATM","1920 Cochran Rd","","Pittsburgh","PA","Pennsylvania","15220-1101","Allegheny","United States"
224,3/31/2026 0:00:00,119,"MAGNOLIA",49579,"Main","Corporate Office","ATM","240 Briarwood Dr","","Jackson","MS","Mississippi","39206","Hinds","United States"
224,3/31/2026 0:00:00,119,"MAGNOLIA",49580,"Flowood Service Center","Branch Office","ATM","2847 Lakeland Dr","","Flowood","MS","Mississippi","39232-8858","Rankin","United States"
224,3/31/2026 0:00:00,119,"MAGNOLIA",52653,"Madison Service Center","Branch Office","ATM","1770 Highway 51","","Madison","MS","Mississippi","39110","Madison","United States"
224,3/31/2026 0:00:00,119,"MAGNOLIA",52655,"McComb Branch","Branch Office","ATM","913 Delaware Ave","","McComb","MS","Mississippi","39648-3825","Pike","United States"
227,3/31/2026 0:00:00,121,"PENTAGON",32026,"Pentagon","Branch Office","ATM","The Pentagon - Corridor 10 Room 2D1043","","Washington","DC","District of Columbia","20301-0001","District Of Columbia","United States"
227,3/31/2026 0:00:00,121,"PENTAGON",35920,"Kingstowne","Branch Office","ATM","5775 Barclay Dr Ste 6","","Alexandria","VA","Virginia","22315-5710","Fairfax","United States"
227,3/31/2026 0:00:00,121,"PENTAGON",35926,"Fort Myer","Branch Office","ATM","108 MCNAIR RD Bldg 450","","Fort Myer","VA","Virginia","22211-1300","Arlington","United States"
227,3/31/2026 0:00:00,121,"PENTAGON",35930,"D.C. VA Medical Center","Branch Office","ATM","50 Irving St NW","","Washington","DC","District of Columbia","20422-0001","District Of Columbia","United States"
227,3/31/2026 0:00:00,121,"PENTAGON",35945,"Pope Army Airfield","Branch Office","ATM","803 Stiner Road","Building 415, Pope AAF","Fort Bragg","NC","North Carolina","28307","Cumberland","United States"
227,3/31/2026 0:00:00,121,"PENTAGON",35968,"Fort Buchanan","Branch Office","ATM","673 S Terminal Rd","","Fort Buchanan","PR","Puerto Rico","00934-4598","Guaynabo","United States"
227,3/31/2026 0:00:00,121,"PENTAGON",35989,"Fort Hood","Branch Office","ATM","761 Tank Battalion","Bldg 322","Fort Hood","TX","Texas","76544-4906","Bell","United States"
227,3/31/2026 0:00:00,121,"PENTAGON",38732,"Fort Shafter","Branch Office","ATM","Building 553","","Fort Shafter","HI","Hawaii","96858","Honolulu","United States"
227,3/31/2026 0:00:00,121,"PENTAGON",38787,"West Point -Cadet Branch","Branch Office","ATM","600 Thayer Rd","US Military Academy Bldg 600, Room 314 Taylor Hall","West Point","NY","New York","10996-1726","Orange","United States"
227,3/31/2026 0:00:00,121,"PENTAGON",41533,"Alexandria Service Center","Corporate Office","ATM","2930 EISENHOWER AVE","","ALEXANDRIA","VA","Virginia","22314-4557","Alexandria City","United States"
227,3/31/2026 0:00:00,121,"PENTAGON",53256,"DOE Independence Ave.","Branch Office","ATM","1000 INDEPENDENCE AVE SW","","WASHINGTON","DC","District of Columbia","20585-0001","District Of Columbia","United States"
227,3/31/2026 0:00:00,121,"PENTAGON",53257,"Fort Walton Beach","Branch Office","ATM","1199 N Eglin Pkwy","","Shalimar","FL","Florida","32579-1252","Okaloosa","United States"
227,3/31/2026 0:00:00,121,"PENTAGON",53259,"Dallas AAFES","Branch Office","ATM","AAFES Headquarters","3911 S WALTON WALKER BLVD","Dallas","TX","Texas","75236","Dallas","United States"
227,3/31/2026 0:00:00,121,"PENTAGON",53261,"San Patricio","Branch Office","ATM","7 Calle Tabonuco","San Patricio Office Center","Guaynabo","PR","Puerto Rico","00968-3002","Guaynabo","United States"
227,3/31/2026 0:00:00,121,"PENTAGON",53262,"Honolulu","Branch Office","ATM","4250 Radford Dr Bldg 63","","Honolulu","HI","Hawaii","96818-3243","Honolulu","United States"
227,3/31/2026 0:00:00,121,"PENTAGON",53263,"Fort Gordon","Branch Office","ATM","201 3rd Ave Bldg 38200","Suite 189","Fort Gordon","GA","Georgia","30905","Richmond","United States"
227,3/31/2026 0:00:00,121,"PENTAGON",53264,"Hagatna Branch","Branch Office","ATM","414 W Soledad Ave Ste 100","GCIC Building","Hagatna","GU","Guam","96910-5014","Guam","United States"
227,3/31/2026 0:00:00,121,"PENTAGON",53268,"Fort Belvoir","Branch Office","ATM","9651 GUNSTON RD Bldg 1152","","FORT BELVOIR","VA","Virginia","22060","Fairfax","United States"
